beta0,beta1,beta2,beta3,sigma,chain
18.743393,24.935562,-16.3549,-8.550252,66.72528,chain_0
15.719517,28.915112,-23.648771,-4.8630123,94.66185,chain_0
16.563414,-10.282387,20.59266,-10.685655,97.42627,chain_0
17.490396,-0.17123222,23.787409,-22.910685,72.6487,chain_0
14.326383,12.625819,1.9930015,-12.302817,211.17766,chain_0
13.796646,5.389163,-3.0549703,-4.7349124,211.44064,chain_0
13.628684,10.981365,-5.691184,-4.7131166,309.47803,chain_0
14.678732,12.681841,-12.774243,-0.6137953,205.63931,chain_0
18.374577,17.191504,-2.033721,-13.437248,86.348274,chain_0
14.720017,15.374707,-0.9150901,-12.34876,106.74905,chain_0
16.794996,15.134565,-3.0963955,-14.778605,126.637436,chain_0
16.817232,3.608233,15.172848,-18.271275,63.856422,chain_0
17.029488,0.7784533,10.120438,-12.252994,134.98965,chain_0
19.581167,16.55789,10.931865,-27.538395,76.063515,chain_0
14.649306,20.807695,2.508914,-24.548899,150.37498,chain_0
16.90414,19.824032,8.462453,-26.919151,306.3764,chain_0
19.24907,20.708498,4.295678,-20.205463,151.72446,chain_0
19.255533,18.780256,-1.3892722,-23.382126,155.04863,chain_0
15.476038,28.445084,-17.459661,-11.517637,104.332855,chain_0
19.18524,10.639522,-25.69341,16.37824,95.25506,chain_0
15.708879,27.60606,-17.75423,-10.525742,123.96529,chain_0
11.756684,15.25901,-0.8701036,-13.122049,142.84874,chain_0
17.39036,3.287017,-0.8197453,-2.151337,160.3554,chain_0
16.438225,4.0836415,-2.1072457,-4.1916924,155.83252,chain_0
16.68504,10.442425,0.270571,-10.269503,208.73349,chain_0
18.016869,40.45131,-55.40425,13.626771,83.59972,chain_0
18.09893,-0.7440516,3.3451734,0.17780566,123.7466,chain_0
14.721664,-1.9957433,-2.9741216,6.634058,96.133354,chain_0
13.732207,0.120303035,-6.25297,4.1628227,118.1322,chain_0
14.3218355,0.9921473,5.122233,-6.998976,186.86943,chain_0
21.772694,-25.111261,51.164433,-18.690594,258.19788,chain_0
14.727917,10.5756855,4.8435082,-20.623339,138.08334,chain_0
16.022686,13.751138,6.4770703,-25.662462,102.867516,chain_0
17.003801,3.9049327,24.062151,-23.352665,318.03708,chain_0
18.079048,2.1244223,19.910122,-26.904835,381.72345,chain_0
17.8915,-10.143944,4.787439,4.1460705,45.612892,chain_0
18.21369,-8.218886,3.429675,3.510435,45.231285,chain_0
17.596367,-2.5690722,3.7314951,-2.248394,62.57214,chain_0
19.534695,8.752392,-5.7269645,-2.6854248,201.19423,chain_0
17.834616,-2.6246932,6.490019,-5.2241244,68.06173,chain_0
19.106926,25.408455,-10.994362,-15.027114,176.36252,chain_0
16.633554,44.014153,-5.6447315,-39.213963,100.83768,chain_0
19.471455,41.042786,-15.129713,-24.180876,205.22191,chain_0
17.048616,26.785606,-15.247863,-9.570868,133.8137,chain_0
11.900923,38.19549,-23.875986,-15.211341,167.22375,chain_0
11.800498,35.765343,-28.473806,-17.474829,175.84901,chain_0
15.154211,33.8316,-22.440472,-10.356895,90.15463,chain_0
15.568189,36.41733,-23.411116,-13.456407,78.28032,chain_0
15.680236,-23.347288,13.500851,7.9137135,85.56126,chain_0
20.699999,-29.357513,37.59796,-7.765669,193.2395,chain_0
18.117376,-17.632235,29.612684,-14.685813,161.53935,chain_0
21.381433,-19.785294,25.128042,-6.4262047,105.80717,chain_0
14.372642,33.272823,-28.1439,-4.4919214,85.97002,chain_0
17.326159,31.88327,-29.446125,-1.617357,182.89058,chain_0
20.02184,27.930523,-25.727982,-2.1909213,195.10551,chain_0
17.358805,25.498442,-20.35372,-6.7986536,61.939125,chain_0
19.044666,17.747797,-22.96316,4.921469,271.6196,chain_0
18.886662,26.641472,-35.596638,10.760136,88.084015,chain_0
16.544214,45.80592,-47.072495,4.4806843,233.20805,chain_0
14.677501,39.902016,-44.57769,0.6281983,313.36176,chain_0
15.843901,-1.164512,9.566109,-4.6989536,211.45596,chain_0
13.534755,4.865759,7.0892,-8.669702,86.5761,chain_0
23.073566,14.829552,-19.76817,7.0977116,160.77557,chain_0
22.315552,37.087322,-13.391519,-21.744614,130.48387,chain_0
17.65073,34.4304,-12.949227,-22.538153,102.018,chain_0
17.837364,29.710072,-25.174314,-5.40794,60.192745,chain_0
16.697191,33.506943,-27.175089,-3.9611177,96.76485,chain_0
15.280601,31.497108,-25.937235,-1.5145991,152.62663,chain_0
19.333698,6.17435,-16.494392,7.6260524,153.28523,chain_0
16.11722,-2.8506079,5.0795116,-1.0743086,102.34864,chain_0
16.701008,8.758611,-11.691215,5.9057293,105.45675,chain_0
18.246332,10.744205,-15.95404,4.039194,96.644356,chain_0
18.001253,7.7202115,-8.8821,2.292104,148.52913,chain_0
17.886501,5.835025,-15.24217,11.9377,110.17639,chain_0
18.959166,5.3082643,-20.905743,14.407703,140.53151,chain_0
16.9491,10.824768,15.807056,-23.816614,123.87075,chain_0
17.874043,1.5984441,3.00108,-7.383958,96.997765,chain_0
18.412693,25.283907,-18.166107,-9.6183,115.27979,chain_0
17.003817,8.684012,-17.1301,11.030651,140.64433,chain_0
17.124483,10.4409895,-23.74173,11.137316,86.64181,chain_0
17.493925,17.48665,-6.699878,-12.945896,119.67087,chain_0
18.482914,-8.087617,6.0827465,1.542041,89.46938,chain_0
15.514782,-0.9576995,-6.096163,8.282477,172.33253,chain_0
15.880528,35.753777,-19.929111,-17.153618,173.85344,chain_0
19.105984,17.310837,-2.6200724,-15.131427,85.063255,chain_0
18.720821,18.349806,2.3172288,-19.93724,75.4578,chain_0
14.316225,2.884541,3.109952,-5.9531384,155.69281,chain_0
20.424679,15.77918,0.44893387,-15.229709,79.88816,chain_0
14.844282,11.578115,-1.9867574,-10.223254,102.51613,chain_0
20.34008,1.9792763,-16.41911,15.746455,113.81739,chain_0
13.368113,3.6629431,-19.003384,14.152562,149.49902,chain_0
17.27352,11.465352,-26.308775,15.341782,131.23077,chain_0
17.415384,6.0249825,-9.331565,0.3355677,129.83128,chain_0
17.08768,3.3347988,-14.502466,7.9427333,130.45682,chain_0
16.544186,2.6134262,-13.688562,14.772329,109.533394,chain_0
17.812262,3.734123,-28.269472,26.428432,174.22166,chain_0
18.19509,7.015071,-29.102974,21.134058,110.59068,chain_0
19.161306,5.0924053,-33.543453,25.797386,111.845856,chain_0
16.10669,28.66871,-5.4087806,-23.62709,97.54694,chain_0
15.490284,29.192978,1.5697505,-26.0117,96.433846,chain_0
20.539476,24.55491,-15.809262,-3.591614,166.01509,chain_0
21.081217,27.046783,-16.311937,-12.622191,236.77689,chain_0
15.833716,26.89329,-9.710518,-19.157396,135.37796,chain_0
16.194118,-0.75453854,4.8877974,-6.2793493,125.269,chain_0
16.486639,11.115729,7.8666015,-16.451847,80.21261,chain_0
18.70817,7.407716,-4.2303104,-4.9619904,115.610855,chain_0
17.848394,2.113323,-9.814858,7.621909,130.92139,chain_0
16.438337,22.70171,-25.528795,4.458895,111.29416,chain_0
15.703349,-0.021921873,35.335514,-37.88588,146.3006,chain_0
16.745209,-4.3509035,-10.418178,13.266275,127.08853,chain_0
22.033737,9.832912,6.44718,-13.98477,123.58485,chain_0
14.295033,16.757921,-3.7324297,-13.623192,135.35666,chain_0
20.55693,2.8793235,29.527548,-30.885086,260.7844,chain_0
22.318878,42.20375,-59.05916,15.559409,357.08694,chain_0
14.313308,56.58161,-68.7616,11.192198,99.965485,chain_0
18.239784,43.745136,-76.35245,30.06953,497.27072,chain_0
25.313385,-6.356514,40.056236,-34.097393,250.27925,chain_0
12.683566,-2.808914,30.357212,-28.115545,85.67561,chain_0
24.937647,11.108927,14.811474,-28.077374,291.66345,chain_0
14.699807,-4.7394257,23.461876,-18.096699,72.37502,chain_0
18.573582,1.687924,9.822837,-12.219072,131.57614,chain_0
17.198824,15.18029,-4.8188124,-9.298959,102.17315,chain_0
18.13402,15.363975,-4.253818,-13.652393,86.32596,chain_0
18.297873,1.9330368,2.7770643,-6.487464,95.73491,chain_0
23.781853,45.34063,-26.66458,-18.720547,135.36176,chain_0
17.709808,22.327053,-44.702217,24.51975,181.04208,chain_0
15.646587,16.5459,-46.9096,29.438316,126.04626,chain_0
14.605823,5.3865557,28.682049,-35.69494,285.54697,chain_0
16.260414,9.942653,35.521847,-44.408653,169.92804,chain_0
16.265532,23.258905,-37.569435,16.89992,117.90316,chain_0
17.89388,2.1190996,21.69931,-21.828743,108.09764,chain_0
17.451138,1.4810009,31.39233,-30.25977,121.08128,chain_0
17.544006,9.048903,2.5535293,-15.497189,116.66548,chain_0
14.177258,-3.4798503,10.701341,-8.074627,117.689156,chain_0
14.825683,-3.1600308,11.958492,-9.290683,119.751816,chain_0
19.249403,-15.232816,45.18218,-31.629799,171.75542,chain_0
19.289005,-18.81198,54.773808,-35.91666,143.69244,chain_0
15.497584,-11.037576,14.249815,-2.750719,116.404816,chain_0
12.624198,-13.298367,14.833466,-2.6610484,123.96145,chain_0
15.327301,32.33325,-22.440437,-10.587169,135.7079,chain_0
12.929736,35.958275,-11.717094,-22.887081,111.43499,chain_0
15.947703,-21.665152,20.437952,-0.022736907,154.66252,chain_0
11.297487,-21.459055,11.843501,11.806719,205.56686,chain_0
10.505996,-21.334324,9.586265,11.779535,209.22934,chain_0
22.881207,10.988008,13.857374,-27.60938,103.555984,chain_0
19.332382,20.196295,18.402012,-40.592655,196.78395,chain_0
20.469007,20.722115,18.76593,-40.170773,191.3458,chain_0
19.896917,11.302887,24.081682,-32.28597,374.51968,chain_0
9.0813265,12.782243,-27.560106,16.219603,264.39447,chain_0
10.272311,18.363813,-28.197075,14.289658,231.72359,chain_0
22.190805,15.749383,-2.7412343,-15.89293,70.70928,chain_0
17.016172,10.05104,-2.9054766,-3.8236282,352.3737,chain_0
18.242176,3.9808273,9.094845,-11.409589,151.34048,chain_0
14.987463,15.858095,-2.795309,-9.335618,97.71626,chain_0
20.470894,-0.6641282,11.074645,-9.355297,112.89397,chain_0
14.27834,1.2033962,-10.680101,4.843442,173.4257,chain_0
12.973343,1.687457,-7.154151,7.197482,234.82193,chain_0
17.230595,-1.6317811,11.010528,-10.44907,93.704735,chain_0
17.268307,9.823236,4.9898996,-14.027288,79.6098,chain_0
20.397982,8.8789,-8.459798,-1.0234594,94.95331,chain_0
18.73988,15.763796,-12.907235,-0.31104374,125.18003,chain_0
19.526535,14.100248,-15.027581,-1.5965705,99.96849,chain_0
18.861206,14.475122,-14.733234,0.35842896,103.44598,chain_0
17.175251,27.106169,-23.025194,-3.7628093,104.02948,chain_0
17.841774,31.09611,-15.2675295,-14.403913,113.13318,chain_0
19.105343,-0.256248,1.9321898,-1.2445838,90.3442,chain_0
11.351437,16.952938,-13.149143,-0.87045467,209.72899,chain_0
13.7350645,10.646684,-7.6666756,-4.946122,100.10043,chain_0
17.93127,10.651684,-1.007065,-8.420764,151.50389,chain_0
16.780212,18.924606,-13.908529,-4.649533,66.22244,chain_0
16.070553,26.343506,-14.63203,-10.959025,69.07493,chain_0
14.529576,26.145172,-14.117023,-9.251417,73.48354,chain_0
21.290396,-14.9035425,23.424873,-11.558687,143.45667,chain_0
17.789217,-13.723104,27.25639,-12.401373,111.717926,chain_0
19.298904,19.698172,-22.426182,-0.28792948,134.21074,chain_0
18.732798,21.004221,-19.349506,-4.167463,103.14518,chain_0
18.90952,19.807058,-17.889585,-9.809761,169.3688,chain_0
19.768353,24.259905,-14.63963,-2.705108,142.0156,chain_0
17.688313,19.581215,-11.695626,-4.9643135,119.29933,chain_0
18.233004,13.803201,-14.497906,3.932445,201.27109,chain_0
18.070013,13.395725,-14.064772,4.03929,208.06084,chain_0
15.392488,12.285818,-9.733468,1.5155724,123.44708,chain_0
13.976922,15.660083,12.354754,-28.340584,154.79984,chain_0
19.261368,-0.31514668,-8.296047,10.947751,78.53684,chain_0
15.889329,27.220472,-27.387018,3.771068,229.59119,chain_0
18.029728,24.32882,-32.11073,12.17788,187.12766,chain_0
17.749424,24.113306,-25.325798,1.2369589,70.10164,chain_0
19.083323,14.727228,1.3246734,-16.150486,166.56737,chain_0
19.68432,11.876171,4.0289006,-17.412325,82.88477,chain_0
17.629501,9.139364,4.471757,-13.067115,92.80906,chain_0
19.963634,8.433105,2.5950058,-8.229991,76.312225,chain_0
14.578279,16.793636,-17.908327,-0.46143746,151.2033,chain_0
17.203981,28.053055,11.438899,-38.84567,95.58894,chain_0
19.397451,28.456144,15.270057,-43.256065,146.10924,chain_0
15.440548,13.741909,26.083422,-38.18935,148.22913,chain_0
16.113132,0.82970536,4.61261,3.1335382,365.13516,chain_0
14.601581,5.2511306,-6.366934,-6.550165,220.43118,chain_0
15.6029825,3.2651615,4.485136,-1.4157668,370.92606,chain_0
19.156565,12.666978,-8.990395,1.747199,205.20009,chain_0
18.947878,7.0883675,-10.168,1.8282292,102.327805,chain_0
14.781163,-12.51645,20.478104,-8.769542,113.408585,chain_0
17.343676,-11.806961,13.158597,-0.6340214,88.52597,chain_0
17.825064,-13.678282,13.344939,-0.53917056,90.827805,chain_0
20.417555,18.40896,5.7431474,-24.310436,79.59314,chain_0
11.622434,18.011347,-20.541899,0.23968983,189.35648,chain_0
12.564897,20.842304,-11.807534,-10.096954,187.29164,chain_0
15.805955,19.692602,-9.674169,-8.385937,131.36438,chain_0
16.845396,13.928319,3.3686514,-16.2324,84.58049,chain_0
18.36853,10.954767,-16.934881,4.8496075,110.51767,chain_0
12.978404,1.8530781,3.5699015,-6.9825177,133.77626,chain_0
16.892359,-5.3407135,9.454296,-7.1468496,87.50141,chain_0
18.07472,2.3620286,12.548812,-14.060335,83.37316,chain_0
15.516206,0.8083888,14.947819,-12.850689,98.84624,chain_0
13.160352,5.360754,14.847492,-17.384743,70.26797,chain_0
13.889998,5.532181,13.919242,-23.652246,96.612656,chain_0
18.13684,7.2747946,20.95147,-28.826666,94.26448,chain_0
18.712664,10.627185,-25.13359,16.83939,106.73072,chain_0
15.725763,4.498941,18.931498,-22.319937,118.47513,chain_0
19.428339,-14.656514,27.223707,-11.874874,107.50065,chain_0
19.848173,-14.95371,30.38308,-14.144352,137.55064,chain_0
16.530884,-11.216481,34.606148,-22.753944,111.790344,chain_0
15.352854,-12.060193,31.501184,-23.336521,172.85176,chain_0
21.385456,-9.990878,24.76973,-18.252417,101.61968,chain_0
21.339588,2.2893388,13.9567175,-19.342653,90.180435,chain_0
15.073797,12.231757,-3.1063373,-11.288457,138.89368,chain_0
15.409235,22.626411,-2.739584,-25.025593,118.79389,chain_0
14.849101,21.239616,0.022024393,-20.903751,128.41106,chain_0
16.41545,16.52575,-2.9950948,-15.506663,102.98432,chain_0
19.417736,21.571152,-4.981263,-18.302073,62.875984,chain_0
14.103727,17.796354,-32.765347,14.504588,148.30725,chain_0
19.197062,46.728577,-31.340237,-12.703423,124.731125,chain_0
13.930971,47.325687,-20.649496,-25.542038,181.7804,chain_0
16.676487,41.297245,-20.615986,-20.350698,200.76852,chain_0
16.55987,43.790154,-16.106462,-27.775333,122.02319,chain_0
20.085659,43.81333,-24.993275,-19.2256,134.49838,chain_0
16.27538,52.844597,-30.697065,-22.35578,211.77583,chain_0
23.931616,53.21889,-40.521317,-12.351637,176.28937,chain_0
12.203099,23.171272,-12.269089,-12.916447,111.74702,chain_0
13.927901,18.575361,-7.279218,-13.766683,137.97934,chain_0
21.238102,15.66296,13.940756,-24.861393,104.55956,chain_0
13.1922035,4.9518476,-10.91489,0.9011904,159.07648,chain_0
19.960438,6.5590534,-15.05189,6.6844306,138.66074,chain_0
20.728407,30.314985,-13.790688,-13.701161,88.42585,chain_0
20.905413,20.252615,-12.672311,-9.746857,127.69245,chain_0
20.931755,20.39767,-14.879147,-8.294887,85.54355,chain_0
20.86317,21.70919,-15.401132,-9.403019,76.8174,chain_0
13.546253,13.472311,-7.4419813,-7.3787527,176.13635,chain_0
16.551863,6.3733883,2.9913175,-9.426059,72.57581,chain_0
18.52541,1.0704861,-1.7458088,3.0279305,161.90889,chain_0
17.266575,29.79586,-14.131344,-14.5525,79.51886,chain_0
18.116465,14.251667,-15.56076,3.1176438,129.21872,chain_0
17.890167,19.161613,3.016562,-20.133617,117.14545,chain_0
16.525522,38.38108,-16.951782,-25.440441,160.63458,chain_0
15.400836,36.528988,-12.757059,-17.735931,169.8923,chain_0
18.992353,36.926872,-29.574024,-3.8163543,100.32569,chain_0
19.2714,27.312456,-28.283516,-2.5277243,217.92323,chain_0
18.608025,-2.0528355,15.090294,-11.326593,207.58716,chain_0
18.327768,-1.8633094,15.449091,-10.592167,182.8332,chain_0
18.052309,-5.5547247,15.789824,-13.856808,146.61165,chain_0
15.666529,-2.3575838,2.7151148,-2.5778036,100.85345,chain_0
18.30852,7.0829906,17.086477,-26.205885,111.652954,chain_0
16.490015,-5.237095,15.546352,-10.7739,136.07472,chain_0
17.485867,-1.6821336,17.435734,-16.441923,84.30161,chain_0
17.451967,32.32952,-34.81435,4.2011857,143.33755,chain_0
19.247211,19.611357,-39.84907,22.098783,113.68298,chain_0
18.752794,22.254053,-40.67867,18.03017,155.59366,chain_0
20.483347,27.491896,18.678888,-45.8341,183.88107,chain_0
14.421028,33.26643,-1.3799862,-28.980368,181.52167,chain_0
20.081831,27.322794,-20.528498,-7.6521997,90.97592,chain_0
20.86725,26.909601,-16.73659,-8.295975,107.03172,chain_0
20.86725,26.909601,-16.73659,-8.295975,107.03172,chain_0
14.913684,19.979216,7.428095,-25.325478,105.83007,chain_0
16.897198,19.476877,7.481826,-30.435432,109.250465,chain_0
15.833914,21.400726,-32.438305,6.232826,166.24069,chain_0
16.912285,23.5684,-36.73264,14.123988,125.97668,chain_0
17.07519,-3.7223969,-55.25085,60.040226,342.5358,chain_0
22.795559,8.802519,-50.673046,45.404266,154.03009,chain_0
23.962362,9.6231365,-46.200863,39.959618,229.38667,chain_0
13.887548,12.283261,19.774254,-33.393787,59.388336,chain_0
15.328327,12.497521,19.056013,-31.057005,62.186085,chain_0
23.089369,10.055304,26.210754,-32.949238,484.43137,chain_0
20.87302,10.377227,28.10306,-31.78018,292.283,chain_0
18.572702,16.368263,25.59956,-37.053608,112.36748,chain_0
20.499882,16.936703,23.212015,-37.184795,233.01486,chain_0
21.483212,9.494069,-20.507113,16.505184,185.88995,chain_0
21.680418,8.637562,-22.765669,17.740007,173.8673,chain_0
15.702653,-4.693584,-12.313984,13.827529,105.13014,chain_0
12.697625,-3.1800494,-14.29193,15.697708,135.8988,chain_0
14.915233,34.314686,-2.84405,-28.729942,136.58725,chain_0
19.151257,1.1838243,7.827161,-6.0604506,61.20966,chain_0
17.54078,2.2925637,3.4195712,-1.4145906,75.24549,chain_0
18.646812,21.579327,-2.8450916,-24.042015,205.74533,chain_0
17.45982,15.919919,-3.64985,-19.022224,131.03856,chain_0
16.692719,19.433613,3.6022816,-21.501537,138.37302,chain_0
17.670744,18.198837,0.47519258,-18.494993,205.44514,chain_0
18.258694,15.290063,7.383429,-22.470884,57.42616,chain_0
18.547834,11.507977,7.538425,-16.758585,83.91784,chain_0
20.834288,11.583807,7.9534745,-20.517982,123.40871,chain_0
23.879496,9.564716,1.8411783,-13.204899,300.43207,chain_0
18.17823,2.582666,4.8094954,-4.9910407,210.42258,chain_0
21.160357,-1.7632531,21.839159,-18.016216,67.36997,chain_0
21.180605,-1.7278686,15.372361,-15.471402,171.81406,chain_0
14.908265,7.4459233,8.626235,-17.786577,77.81119,chain_0
14.717656,1.7693405,16.308662,-18.056316,112.03459,chain_0
14.93162,0.8254403,10.705004,-11.727607,127.39195,chain_0
19.377392,-6.012855,19.906155,-14.965958,123.2702,chain_0
21.912617,2.3516588,7.410378,-7.5563507,246.23647,chain_0
23.538723,8.120651,5.2008944,-15.84825,282.73666,chain_0
20.160406,-2.2936373,22.20394,-19.540985,134.6705,chain_0
15.825054,2.4108791,39.195145,-32.238575,154.59048,chain_0
19.735172,4.8617764,37.99975,-37.868046,152.19734,chain_0
12.972091,-28.12155,17.947098,13.596875,221.24054,chain_0
13.110364,-26.590555,18.735332,13.757378,233.3461,chain_0
21.669369,-30.372278,14.458648,13.468803,197.66608,chain_0
17.517052,56.879017,-23.444805,-37.419003,154.11752,chain_0
17.609251,54.37793,-45.819798,-1.562403,251.7672,chain_0
15.177728,9.0235405,-4.2767177,1.8636496,162.23099,chain_0
14.320066,6.651352,-7.076772,-1.1014942,168.90427,chain_0
13.982407,-0.2204938,-3.6441238,5.112305,160.93918,chain_0
13.691363,-2.4828494,3.1557035,-0.7019627,171.6191,chain_0
12.226753,-3.2436886,4.4769945,0.47463,205.09552,chain_0
18.117922,-0.54939985,12.364536,-8.602,122.815155,chain_0
18.04694,23.692787,-21.489424,-1.6591817,142.87912,chain_0
16.974106,28.92,-8.077442,-22.868898,86.30649,chain_0
17.921286,14.021151,9.326861,-26.200117,97.52438,chain_0
17.397999,10.438407,-12.847403,0.056943536,86.29447,chain_0
16.386059,-10.342791,5.6433,2.3691247,104.18615,chain_0
19.582945,-0.42726213,23.002665,-20.840393,134.03966,chain_0
17.114805,2.1895866,12.9316225,-13.1825,101.3382,chain_0
17.820097,50.46146,-53.76449,5.469694,172.26575,chain_0
15.36262,54.567154,-65.366425,13.156095,114.94524,chain_0
15.551574,-4.9482265,24.840809,-23.27304,226.52588,chain_0
19.408405,25.807192,29.807674,-52.61577,214.27045,chain_0
16.379675,5.401943,33.895103,-40.944363,139.48909,chain_0
18.141397,-12.67251,13.819111,-3.4809647,92.580986,chain_0
21.003027,-16.416613,15.677421,-1.7997216,182.3539,chain_0
12.624692,-18.513786,8.218581,8.655448,133.20262,chain_0
20.806839,-3.5898888,9.882924,-7.7094994,209.29561,chain_0
16.94498,4.6005516,-2.8266902,-3.8783834,62.22856,chain_0
15.713094,8.52005,-13.072489,0.75406927,124.3373,chain_0
15.926154,0.62384623,9.3624115,-5.8972173,149.90048,chain_0
