alpha,beta,chain
-0.21399507,-0.028547509,chain_2
-0.21770854,-0.02858037,chain_2
-0.17719038,-0.027144678,chain_2
-0.196563,-0.027139736,chain_2
-0.1982589,-0.027331145,chain_2
-0.18502454,-0.024064936,chain_2
-0.20127209,-0.023826132,chain_2
-0.21120274,-0.023985423,chain_2
-0.16508813,-0.04556985,chain_2
-0.21151403,-0.04608315,chain_2
-0.18520418,-0.046216216,chain_2
-0.17926003,-0.04614058,chain_2
-0.21161278,-0.02824979,chain_2
-0.1793074,-0.028107392,chain_2
-0.20357977,-0.028276082,chain_2
-0.1789356,-0.028105978,chain_2
-0.21601322,-0.02584667,chain_2
-0.18089463,-0.026024394,chain_2
-0.21546796,-0.026408613,chain_2
-0.18988666,-0.027082182,chain_2
-0.19353089,-0.027215103,chain_2
-0.20404662,-0.02765419,chain_2
-0.19722901,-0.027384378,chain_2
-0.20567171,-0.025423476,chain_2
-0.19848876,-0.027102556,chain_2
-0.1920643,-0.04259477,chain_2
-0.18680763,-0.0353506,chain_2
-0.19566678,-0.03641502,chain_2
-0.19704175,-0.036123775,chain_2
-0.20017163,-0.03764436,chain_2
-0.19025075,-0.037522517,chain_2
-0.18508653,-0.032666292,chain_2
-0.19243719,-0.033116605,chain_2
-0.19243719,-0.033116605,chain_2
-0.19112013,-0.03763873,chain_2
-0.18971744,-0.024155473,chain_2
-0.2161176,-0.023686256,chain_2
-0.20258313,-0.023462325,chain_2
-0.1962964,-0.023330556,chain_2
-0.19414946,-0.023385622,chain_2
-0.20486967,-0.023638662,chain_2
-0.21861574,-0.02375945,chain_2
-0.1824978,-0.023343535,chain_2
-0.1950903,-0.038290136,chain_2
-0.17860205,-0.03960363,chain_2
-0.19197649,-0.03989117,chain_2
-0.18895623,-0.036840934,chain_2
-0.19265053,-0.035958577,chain_2
-0.1846345,-0.042744458,chain_2
-0.19165185,-0.036027733,chain_2
-0.18964265,-0.038459133,chain_2
-0.17796323,-0.038688928,chain_2
-0.19975834,-0.038832165,chain_2
-0.18777432,-0.03887123,chain_2
-0.20029013,-0.039526153,chain_2
-0.20917203,-0.027547669,chain_3
-0.21078308,-0.025921483,chain_3
-0.21078308,-0.025921483,chain_3
-0.20995213,-0.038487203,chain_3
-0.20623037,-0.027044088,chain_3
-0.20273343,-0.03896172,chain_3
-0.19134845,-0.02466812,chain_3
-0.20541768,-0.044449046,chain_3
-0.1882744,-0.042819194,chain_3
-0.173791,-0.034379765,chain_3
-0.18445198,-0.03521627,chain_3
-0.18979119,-0.04078772,chain_3
-0.18934575,-0.030764136,chain_3
-0.18880433,-0.02813124,chain_3
-0.1815742,-0.033030313,chain_3
-0.18986176,-0.03783055,chain_3
-0.1841866,-0.038343713,chain_3
-0.18559709,-0.037358448,chain_3
-0.19786794,-0.04180262,chain_3
-0.18190528,-0.032132752,chain_3
-0.18143949,-0.027389612,chain_3
-0.18480238,-0.038129963,chain_3
-0.20548566,-0.038253844,chain_3
-0.21139592,-0.02843181,chain_3
-0.20779827,-0.02468367,chain_3
-0.18672301,-0.037261095,chain_3
-0.16650023,-0.037029583,chain_3
-0.20964323,-0.03684076,chain_3
-0.17854257,-0.029374177,chain_3
-0.19808623,-0.032071214,chain_3
-0.19754499,-0.029688679,chain_3
-0.21645568,-0.035805665,chain_3
-0.20062213,-0.029663522,chain_3
-0.20544256,-0.04719362,chain_3
-0.18388984,-0.048047587,chain_3
-0.17430507,-0.043070026,chain_3
-0.1835016,-0.053329173,chain_3
-0.16503492,-0.038226806,chain_3
-0.16421276,-0.036117453,chain_3
-0.16421276,-0.036117453,chain_3
-0.15937768,-0.035535302,chain_3
-0.16594015,-0.035041083,chain_3
-0.18904467,-0.03112906,chain_3
-0.19043261,-0.039396442,chain_3
-0.18721043,-0.036757506,chain_3
-0.1869196,-0.039933924,chain_3
-0.18576796,-0.028112482,chain_3
-0.18387741,-0.03658324,chain_3
-0.19622365,-0.026735358,chain_3
-0.19858691,-0.034669563,chain_3
-0.18513313,-0.026131947,chain_3
-0.20287792,-0.035915617,chain_3
-0.19844417,-0.037853435,chain_3
-0.2010827,-0.029860005,chain_3
-0.19719082,-0.042409018,chain_3
-0.17188025,-0.039606474,chain_3
-0.1965339,-0.03138651,chain_3
-0.17975794,-0.032173228,chain_3
-0.19031407,-0.03392347,chain_3
-0.20196779,-0.035303902,chain_3
-0.19946358,-0.042118583,chain_3
-0.20298377,-0.03923849,chain_3
-0.2119428,-0.031768207,chain_3
-0.22550118,-0.028186705,chain_3
-0.20969786,-0.031533055,chain_3
-0.19776426,-0.029521853,chain_3
-0.18557493,-0.029489676,chain_3
-0.20433803,-0.03728851,chain_3
-0.18405998,-0.028677264,chain_3
-0.18165779,-0.044775605,chain_3
-0.21331513,-0.024819167,chain_3
-0.21331513,-0.024819167,chain_3
-0.2177665,-0.027981838,chain_3
-0.17181818,-0.044304173,chain_3
-0.18378255,-0.043895036,chain_3
-0.18095632,-0.040839203,chain_3
-0.21262902,-0.04644523,chain_3
-0.18947779,-0.034863483,chain_3
-0.18363352,-0.03944114,chain_3
-0.18753316,-0.0429053,chain_3
-0.18852891,-0.040588867,chain_3
-0.2033638,-0.033286422,chain_3
-0.18082869,-0.0364156,chain_3
-0.18148746,-0.038727056,chain_3
-0.20224655,-0.03381624,chain_3
-0.1906555,-0.031515505,chain_3
-0.18248208,-0.04310897,chain_3
-0.20033398,-0.029341176,chain_3
-0.2021943,-0.028789451,chain_3
-0.18616076,-0.045066573,chain_3
-0.19326155,-0.022899603,chain_3
-0.20846961,-0.03210671,chain_3
-0.21275544,-0.03477181,chain_3
-0.18804279,-0.03315833,chain_3
-0.19092326,-0.046308585,chain_3
-0.15413904,-0.041455645,chain_3
-0.15750962,-0.041764595,chain_3
-0.21396294,-0.03398325,chain_3
-0.19769129,-0.036018904,chain_3
-0.18846926,-0.037673157,chain_3
-0.1830583,-0.033030763,chain_3
-0.19889392,-0.029966762,chain_3
-0.18119489,-0.0372061,chain_3
-0.19546728,-0.041087903,chain_3
-0.19483224,-0.043588884,chain_3
-0.19990829,-0.031807728,chain_3
-0.18866235,-0.04040747,chain_3
-0.17489594,-0.041008253,chain_3
-0.19018102,-0.03518385,chain_3
-0.18733372,-0.030717287,chain_3
-0.18832158,-0.043809008,chain_3
-0.18581642,-0.030528659,chain_3
-0.18825409,-0.044053126,chain_3
-0.18693091,-0.02588168,chain_3
-0.20324732,-0.031163886,chain_3
-0.18521227,-0.031345557,chain_3
-0.20318381,-0.028256059,chain_3
-0.19457354,-0.039756052,chain_3
-0.18192281,-0.034064617,chain_3
-0.17459293,-0.050897162,chain_3
-0.20014504,-0.04627136,chain_3
-0.19395772,-0.042651128,chain_3
-0.18954462,-0.037570007,chain_3
-0.18568447,-0.036495455,chain_3
-0.19963323,-0.043460075,chain_3
-0.18815076,-0.023052037,chain_3
-0.21139067,-0.040407434,chain_3
-0.17271388,-0.04088336,chain_3
-0.18867923,-0.046470016,chain_3
-0.2047444,-0.0385106,chain_3
-0.19741789,-0.034320656,chain_3
-0.18164617,-0.041569255,chain_3
-0.1899623,-0.043521095,chain_3
-0.1943953,-0.033825338,chain_3
-0.21042389,-0.026803754,chain_3
-0.2077928,-0.027379464,chain_3
-0.20782812,-0.026471427,chain_3
-0.19448729,-0.032347336,chain_3
-0.18664019,-0.03966819,chain_3
-0.18428977,-0.03085817,chain_3
-0.18189728,-0.03018986,chain_3
-0.21495919,-0.031025594,chain_3
-0.20500869,-0.03203093,chain_3
-0.20568068,-0.033933,chain_3
-0.19943324,-0.03575021,chain_3
-0.18091035,-0.041516572,chain_3
-0.18974018,-0.03727793,chain_3
-0.20479818,-0.031650916,chain_3
-0.21040125,-0.030995928,chain_3
-0.17555735,-0.040102784,chain_3
-0.1780169,-0.03765163,chain_3
-0.18155372,-0.041604165,chain_3
-0.19942534,-0.04049913,chain_3
-0.19706608,-0.027861254,chain_3
-0.20073736,-0.041808337,chain_3
-0.19499701,-0.029448928,chain_3
-0.17943926,-0.044774484,chain_3
-0.17240906,-0.03594666,chain_3
-0.19269593,-0.028787848,chain_3
-0.20314974,-0.034339942,chain_3
-0.20002714,-0.031522177,chain_3
-0.18086098,-0.031248774,chain_3
-0.19672552,-0.03204131,chain_3
-0.18641716,-0.031081906,chain_3
-0.18777063,-0.03811043,chain_3
-0.20975684,-0.032574728,chain_3
-0.15786989,-0.0454913,chain_3
-0.1653588,-0.052324183,chain_3
-0.19897139,-0.027334057,chain_3
-0.17684236,-0.043632872,chain_3
-0.1843819,-0.031742528,chain_3
-0.17294842,-0.035550535,chain_3
-0.1996215,-0.04339951,chain_3
-0.1987957,-0.052015595,chain_3
-0.19623,-0.033621006,chain_3
-0.18815628,-0.037309263,chain_3
-0.20868906,-0.033971574,chain_3
-0.20378314,-0.03529737,chain_3
-0.18690535,-0.034637157,chain_3
-0.19223495,-0.038332753,chain_3
-0.20073564,-0.03849668,chain_3
-0.17991613,-0.030396838,chain_3
-0.18437271,-0.036988113,chain_3
-0.18756434,-0.040188286,chain_3
-0.18082781,-0.028525172,chain_3
-0.17841412,-0.035152923,chain_3
-0.17659797,-0.034258846,chain_3
-0.1943138,-0.03272875,chain_3
-0.19773754,-0.03572406,chain_3
-0.18196501,-0.03742371,chain_3
-0.21320727,-0.032839056,chain_3
-0.20451295,-0.029974256,chain_3
-0.19525576,-0.03611324,chain_3
-0.19139999,-0.036215145,chain_3
-0.19803049,-0.038836174,chain_3
-0.19272318,-0.034129836,chain_3
-0.2027206,-0.03811893,chain_3
-0.18655154,-0.036495544,chain_3
-0.19715777,-0.028855348,chain_3
-0.20602894,-0.031042386,chain_3
-0.20063251,-0.034120508,chain_3
-0.19784278,-0.037517056,chain_3
-0.20540169,-0.03432143,chain_3
-0.1788032,-0.040294044,chain_3
-0.17363682,-0.033337608,chain_3
-0.19846955,-0.045106787,chain_3
-0.18256035,-0.033765502,chain_3
-0.1936801,-0.042325065,chain_3
-0.18632792,-0.034239754,chain_3
-0.20236035,-0.03635832,chain_3
-0.1848801,-0.045552064,chain_3
-0.19017306,-0.03521961,chain_3
-0.18685654,-0.038114313,chain_3
-0.18685654,-0.038114313,chain_3
-0.1981174,-0.04266282,chain_3
-0.18396766,-0.036946677,chain_3
-0.19895606,-0.027558286,chain_3
-0.19326366,-0.035499126,chain_3
-0.19849026,-0.033851817,chain_3
-0.19522452,-0.029219424,chain_3
-0.2021192,-0.040786948,chain_3
-0.18546222,-0.03658812,chain_3
-0.20020793,-0.03453382,chain_3
-0.19539167,-0.029316448,chain_3
-0.20202374,-0.043331753,chain_3
-0.21450928,-0.03855146,chain_3
-0.18530789,-0.03574297,chain_3
-0.20149249,-0.035586458,chain_3
-0.21074228,-0.029909037,chain_3
-0.19128612,-0.05259927,chain_3
-0.17711556,-0.048524536,chain_3
-0.17692965,-0.03846534,chain_3
-0.19772884,-0.035448432,chain_3
-0.2012348,-0.032770377,chain_3
-0.18234038,-0.038205773,chain_3
-0.17512628,-0.041053336,chain_3
-0.19624549,-0.043030106,chain_3
-0.18808919,-0.033290524,chain_3
-0.2065333,-0.03197856,chain_3
-0.20054579,-0.043383047,chain_3
-0.19121923,-0.03205359,chain_3
-0.19792502,-0.03679239,chain_3
-0.18711147,-0.036323883,chain_3
-0.19872026,-0.034594,chain_3
-0.19309717,-0.036110405,chain_3
-0.21206565,-0.042869713,chain_3
-0.2058149,-0.0324553,chain_3
-0.20645235,-0.0326173,chain_3
-0.20360024,-0.033842582,chain_3
-0.1959817,-0.027062127,chain_3
-0.19658418,-0.036337398,chain_3
-0.1995304,-0.035942495,chain_3
-0.20204882,-0.03258154,chain_3
-0.1989558,-0.030613862,chain_3
-0.19089079,-0.0342453,chain_3
-0.19207379,-0.036716904,chain_3
-0.17834894,-0.040980067,chain_3
-0.17834894,-0.040980067,chain_3
-0.17694381,-0.04108839,chain_3
-0.18554752,-0.051044546,chain_3
-0.18259765,-0.0269797,chain_3
-0.18997826,-0.047061026,chain_3
-0.17454666,-0.04636456,chain_3
-0.18691154,-0.035690237,chain_3
-0.1853036,-0.036925163,chain_3
-0.19974282,-0.04629425,chain_3
-0.19583727,-0.048166078,chain_3
-0.20004745,-0.04900127,chain_3
-0.19281182,-0.024259867,chain_3
-0.20142484,-0.030163825,chain_3
-0.17610583,-0.03760402,chain_3
-0.1745815,-0.04016356,chain_3
-0.19761598,-0.034987908,chain_3
-0.18656093,-0.030085897,chain_3
-0.18180071,-0.037588377,chain_3
-0.18509798,-0.04349243,chain_3
-0.19656391,-0.032636687,chain_3
-0.17574053,-0.039803773,chain_3
-0.17707758,-0.04045305,chain_3
-0.1878593,-0.040280662,chain_3
-0.18185458,-0.045324724,chain_3
-0.17007168,-0.045885127,chain_3
-0.18423653,-0.040261433,chain_3
-0.19046718,-0.03518046,chain_3
-0.18790014,-0.039934292,chain_3
-0.1818117,-0.03290353,chain_3
-0.1818117,-0.03290353,chain_3
-0.21531765,-0.03836122,chain_3
-0.19878022,-0.03844912,chain_3
-0.2083182,-0.03510663,chain_3
-0.20927487,-0.04138989,chain_3
-0.17236584,-0.03238752,chain_3
-0.2263381,-0.03835585,chain_3
-0.22508883,-0.03866752,chain_3
-0.22231269,-0.03473598,chain_3
-0.2213785,-0.03512854,chain_3
-0.20509332,-0.034147844,chain_3
-0.19488457,-0.03332834,chain_3
-0.21681333,-0.031995088,chain_3
-0.21083494,-0.0422256,chain_3
-0.19723453,-0.025765557,chain_3
-0.20045719,-0.043842155,chain_3
-0.1948161,-0.025701907,chain_3
-0.18887873,-0.039454486,chain_3
-0.20484,-0.041933585,chain_3
-0.20916283,-0.021076817,chain_3
-0.19696926,-0.03472879,chain_3
-0.20140432,-0.02567488,chain_3
-0.21517937,-0.034326077,chain_3
-0.1888712,-0.037230022,chain_3
-0.1987115,-0.037036788,chain_3
-0.19450878,-0.03408293,chain_3
-0.19569626,-0.038513344,chain_3
-0.1908242,-0.03646633,chain_3
-0.1908242,-0.03646633,chain_3
-0.19269706,-0.028903779,chain_3
-0.19371113,-0.042315543,chain_3
-0.20547773,-0.03403412,chain_3
-0.1814811,-0.03920954,chain_3
-0.17713952,-0.03230713,chain_3
-0.1677464,-0.030633936,chain_3
-0.19999292,-0.04745067,chain_3
-0.18485951,-0.019599944,chain_3
-0.1974259,-0.030656151,chain_3
-0.20390114,-0.026146105,chain_3
-0.21660951,-0.034098335,chain_3
-0.21162997,-0.034207746,chain_3
-0.21634622,-0.039029095,chain_3
-0.21783996,-0.026423337,chain_3
-0.20031902,-0.04496959,chain_3
-0.1979149,-0.032434694,chain_3
-0.19816667,-0.03208583,chain_3
-0.19835201,-0.035905495,chain_3
-0.19474535,-0.04129295,chain_3
-0.19598411,-0.03937318,chain_3
-0.18992595,-0.044958547,chain_3
-0.1859822,-0.035309743,chain_3
-0.18278377,-0.016536813,chain_3
-0.18716991,-0.03500559,chain_3
-0.19294992,-0.040639866,chain_3
-0.20263301,-0.03362163,chain_3
-0.19247676,-0.04013709,chain_3
-0.1943295,-0.042603407,chain_3
-0.19660842,-0.027637579,chain_3
-0.20603852,-0.033912588,chain_3
-0.21667786,-0.037533157,chain_3
-0.18033941,-0.04512506,chain_3
-0.17039993,-0.035101473,chain_3
-0.16274816,-0.036867317,chain_3
-0.19961976,-0.034955878,chain_3
-0.19484808,-0.03568978,chain_3
-0.17904174,-0.0386938,chain_3
-0.20713621,-0.034556355,chain_3
-0.20644654,-0.034557775,chain_3
-0.19190569,-0.052873734,chain_3
-0.18436134,-0.043361034,chain_3
-0.20819943,-0.027496632,chain_3
-0.22007161,-0.030129224,chain_3
-0.16914898,-0.04236966,chain_3
-0.20017588,-0.041010503,chain_3
-0.18580838,-0.036153942,chain_3
-0.2000388,-0.030677438,chain_3
-0.18900049,-0.035514854,chain_3
-0.19829886,-0.037449542,chain_3
-0.18242359,-0.025467437,chain_3
-0.18507868,-0.02901541,chain_3
-0.19084008,-0.032043174,chain_3
-0.19599395,-0.035650916,chain_3
-0.19706006,-0.035313167,chain_3
-0.1916159,-0.036903866,chain_3
-0.18885839,-0.034905393,chain_3
-0.20226891,-0.034789298,chain_3
-0.17961024,-0.03902944,chain_3
-0.19026156,-0.038217552,chain_3
-0.20072378,-0.03165567,chain_3
-0.18703938,-0.030790575,chain_3
-0.1928862,-0.034363687,chain_3
-0.19782975,-0.033132896,chain_3
-0.19027202,-0.032494444,chain_3
-0.20124677,-0.034607533,chain_3
-0.21191487,-0.038218252,chain_3
-0.21066144,-0.03424106,chain_3
-0.20679449,-0.040015575,chain_3
-0.2015252,-0.034645572,chain_3
-0.20083186,-0.03347633,chain_3
-0.20372546,-0.028604686,chain_3
-0.20247243,-0.034727775,chain_3
-0.20235884,-0.034455545,chain_3
-0.18670005,-0.027284198,chain_3
-0.18858176,-0.036262482,chain_3
-0.19555856,-0.038721368,chain_3
-0.1902697,-0.03440622,chain_3
-0.19402547,-0.02773404,chain_3
-0.21139252,-0.035078287,chain_3
-0.19817545,-0.036360607,chain_3
-0.20509268,-0.030910868,chain_3
-0.20107603,-0.031788707,chain_3
-0.20399635,-0.03467866,chain_3
-0.18133834,-0.038015034,chain_3
-0.18133834,-0.038015034,chain_3
-0.19466634,-0.026153767,chain_3
-0.1989283,-0.043057308,chain_3
-0.18558848,-0.04350915,chain_3
-0.19145651,-0.0414275,chain_3
-0.1982006,-0.030121632,chain_3
-0.20602548,-0.044470716,chain_3
-0.20145024,-0.032857716,chain_3
-0.18578294,-0.03285706,chain_3
-0.19143955,-0.039977018,chain_3
-0.20523658,-0.03845841,chain_3
-0.20437247,-0.030010263,chain_3
-0.2188632,-0.030774863,chain_3
-0.19942604,-0.030637357,chain_3
-0.18030548,-0.0321907,chain_3
-0.18030548,-0.0321907,chain_3
-0.1862129,-0.040668625,chain_3
-0.19546255,-0.042099126,chain_3
-0.18542548,-0.050213072,chain_3
-0.19041505,-0.031217003,chain_3
-0.18825959,-0.041443966,chain_3
-0.1949193,-0.030152492,chain_3
-0.18543914,-0.045302555,chain_3
-0.20561889,-0.036455072,chain_3
-0.1904392,-0.026123531,chain_3
-0.18680242,-0.045755453,chain_3
-0.19889076,-0.035417646,chain_3
-0.18967126,-0.038480967,chain_3
-0.1846069,-0.040232122,chain_3
-0.19945827,-0.032451943,chain_3
-0.19543655,-0.049066402,chain_3
-0.19320735,-0.03870063,chain_3
-0.18812491,-0.034805395,chain_3
-0.1838623,-0.033573207,chain_3
-0.18579242,-0.043709327,chain_3
-0.1882278,-0.027794464,chain_3
-0.18536295,-0.04515542,chain_3
-0.19459125,-0.040686615,chain_3
-0.19730133,-0.032943364,chain_3
-0.19989882,-0.037055615,chain_3
-0.18660918,-0.034365848,chain_3
-0.19850606,-0.028933084,chain_3
-0.2040759,-0.037964836,chain_3
-0.20704196,-0.039244782,chain_3
-0.18564516,-0.034037143,chain_3
-0.19944857,-0.0395206,chain_3
-0.2009139,-0.042363204,chain_3
-0.19367242,-0.03658713,chain_3
-0.19663456,-0.03520597,chain_3
-0.21192792,-0.034168284,chain_3
-0.21082537,-0.0374227,chain_3
-0.17687882,-0.027744144,chain_3
-0.17359859,-0.028301312,chain_3
-0.18943098,-0.030392302,chain_3
-0.2071368,-0.026743958,chain_3
-0.2022369,-0.04300025,chain_3
-0.19203435,-0.04216966,chain_3
-0.20978011,-0.045364216,chain_3
-0.19719832,-0.03809596,chain_3
-0.18194361,-0.03694373,chain_3
-0.18733895,-0.0336207,chain_3
-0.19066428,-0.03414158,chain_3
-0.19240046,-0.04608356,chain_3
-0.17039266,-0.03232653,chain_3
-0.19725779,-0.051921353,chain_3
-0.19624063,-0.035319846,chain_3
-0.19827789,-0.028190363,chain_3
-0.19726148,-0.04487042,chain_3
-0.20066535,-0.041896213,chain_3
-0.19327223,-0.031068482,chain_3
-0.18734074,-0.038717378,chain_3
-0.17606035,-0.0355097,chain_3
-0.19191712,-0.031893015,chain_3
-0.1991703,-0.03825955,chain_3
-0.21220909,-0.039110117,chain_3
-0.17717025,-0.0333545,chain_3
-0.19153444,-0.033129103,chain_3
-0.1841119,-0.034885455,chain_3
-0.19784972,-0.029496651,chain_3
-0.19380642,-0.039704513,chain_3
-0.18717186,-0.035726614,chain_3
-0.19799906,-0.039410073,chain_3
-0.18854599,-0.03230674,chain_3
-0.18395713,-0.058651984,chain_3
-0.18912539,-0.04534158,chain_3
-0.1795728,-0.04147394,chain_3
-0.19382635,-0.03596235,chain_3
-0.2172279,-0.0380089,chain_3
-0.21490774,-0.03831743,chain_3
-0.21268784,-0.04317368,chain_3
-0.21338041,-0.04028963,chain_3
-0.21416035,-0.03595871,chain_3
-0.21419828,-0.032758098,chain_3
-0.21230714,-0.032527547,chain_3
-0.19544128,-0.040447082,chain_3
-0.21029174,-0.038342778,chain_3
-0.20018704,-0.023171436,chain_3
-0.20509462,-0.046988122,chain_3
-0.20312811,-0.03632258,chain_3
-0.20325214,-0.039553713,chain_3
-0.19726133,-0.031075958,chain_3
-0.1733869,-0.045869697,chain_3
-0.16972189,-0.041077442,chain_3
-0.18023741,-0.035444204,chain_3
-0.18230844,-0.04765656,chain_3
-0.18501028,-0.049958587,chain_3
-0.18702166,-0.04919586,chain_3
-0.18959805,-0.05048391,chain_3
-0.18716623,-0.04826203,chain_3
-0.1761623,-0.046372525,chain_3
-0.19671428,-0.031054318,chain_3
-0.1832351,-0.038245626,chain_3
-0.17419456,-0.0321206,chain_3
-0.20128171,-0.041453872,chain_3
-0.19839852,-0.034926336,chain_3
-0.18855411,-0.031177236,chain_3
-0.18435149,-0.026587918,chain_3
-0.21080741,-0.039180003,chain_3
-0.19699301,-0.03688228,chain_3
-0.21221626,-0.028919756,chain_3
-0.194327,-0.032951683,chain_3
-0.21008816,-0.029142663,chain_3
-0.19287103,-0.03155095,chain_3
-0.19648297,-0.035056006,chain_3
-0.1947663,-0.03398497,chain_3
-0.19900474,-0.03456395,chain_3
-0.20152494,-0.032526378,chain_3
-0.2056817,-0.028729962,chain_3
-0.17133436,-0.04445533,chain_3
-0.19212276,-0.03778279,chain_3
-0.19450442,-0.038059656,chain_3
-0.19901443,-0.041245125,chain_3
-0.20153196,-0.041184805,chain_3
-0.19829206,-0.041001573,chain_3
-0.17161258,-0.044404678,chain_3
-0.17304605,-0.038174897,chain_3
-0.20990461,-0.043374427,chain_3
-0.2247282,-0.04003697,chain_3
-0.21743256,-0.026564412,chain_3
-0.18931457,-0.034103483,chain_3
-0.20208824,-0.039326183,chain_3
-0.17978059,-0.035789803,chain_3
-0.17685522,-0.039091706,chain_3
-0.19574018,-0.035409015,chain_3
-0.20801654,-0.032262523,chain_3
-0.19974396,-0.034300584,chain_3
-0.19061376,-0.03532072,chain_3
-0.2067237,-0.03427845,chain_3
-0.21441749,-0.034692418,chain_3
-0.21552113,-0.034813344,chain_3
-0.17608264,-0.034930404,chain_3
-0.18605475,-0.047382023,chain_3
-0.17408457,-0.043376844,chain_3
-0.2025328,-0.038192127,chain_3
-0.21238153,-0.02297864,chain_3
-0.21564446,-0.042907603,chain_3
-0.2065208,-0.025344077,chain_3
-0.20749867,-0.024499215,chain_3
-0.20929743,-0.036973625,chain_3
-0.21696372,-0.02655055,chain_3
-0.19766083,-0.034578014,chain_3
-0.192847,-0.03600338,chain_3
-0.19173276,-0.038773444,chain_3
-0.16840856,-0.038121138,chain_3
-0.19414093,-0.042685833,chain_3
-0.18887644,-0.051736355,chain_3
-0.17240933,-0.03046362,chain_3
-0.19584566,-0.045662943,chain_3
-0.20036279,-0.038221322,chain_3
-0.18550448,-0.033948287,chain_3
-0.1883823,-0.03970489,chain_3
-0.18727091,-0.028872114,chain_3
-0.19171079,-0.041781075,chain_3
-0.18842629,-0.03079514,chain_3
-0.19350938,-0.036060225,chain_3
-0.19031845,-0.04580285,chain_3
-0.19422741,-0.029120304,chain_3
-0.18976201,-0.05207612,chain_3
-0.21774328,-0.036988575,chain_3
-0.16386884,-0.040768303,chain_3
-0.18969898,-0.037697744,chain_3
-0.20415933,-0.032917198,chain_3
-0.21332632,-0.032137707,chain_3
-0.15978387,-0.043736614,chain_3
-0.17318924,-0.040554658,chain_3
-0.17055117,-0.03240087,chain_3
-0.17040941,-0.031283293,chain_3
-0.17739493,-0.033701994,chain_3
-0.17512935,-0.033678696,chain_3
-0.17444226,-0.038224068,chain_3
-0.2165415,-0.032799657,chain_3
-0.19807117,-0.028573181,chain_3
-0.18608296,-0.03589916,chain_3
-0.19757248,-0.028399237,chain_3
-0.20832594,-0.03247036,chain_3
-0.20868178,-0.034390792,chain_3
-0.18468866,-0.041299652,chain_3
-0.19207683,-0.038896687,chain_3
-0.19613089,-0.037744544,chain_3
-0.21408287,-0.029847467,chain_3
-0.17648563,-0.03496609,chain_3
-0.19197473,-0.03167649,chain_3
-0.19179036,-0.03245948,chain_3
-0.19098046,-0.03601012,chain_3
-0.19514833,-0.036119558,chain_3
-0.18403769,-0.03624295,chain_3
-0.19111992,-0.034792334,chain_3
-0.1925043,-0.033050533,chain_3
-0.19161633,-0.031813897,chain_3
-0.19940108,-0.035700954,chain_3
-0.21794406,-0.034686774,chain_3
-0.19747625,-0.030066691,chain_3
-0.19701478,-0.027070636,chain_3
-0.18180145,-0.04658986,chain_3
-0.20442174,-0.03191965,chain_3
-0.170439,-0.038951747,chain_3
-0.19571823,-0.035636477,chain_3
-0.19179685,-0.039757054,chain_3
-0.18694444,-0.034564395,chain_3
-0.20767441,-0.027932703,chain_3
-0.20001787,-0.03809412,chain_3
-0.19832124,-0.02974894,chain_3
-0.1830581,-0.025564976,chain_3
-0.18824689,-0.030658122,chain_3
-0.18373929,-0.044442233,chain_3
-0.1819227,-0.03273665,chain_3
-0.1982225,-0.038379975,chain_3
-0.19953579,-0.031949863,chain_3
-0.19518423,-0.036316507,chain_3
-0.19730373,-0.042449515,chain_3
-0.19095731,-0.031319927,chain_3
-0.19095731,-0.031319927,chain_3
-0.18970118,-0.040625643,chain_3
-0.18637288,-0.034595415,chain_3
-0.1873165,-0.028955033,chain_3
-0.1873165,-0.028955033,chain_3
-0.18825534,-0.041693427,chain_3
-0.19018243,-0.03337723,chain_3
-0.17839617,-0.031046106,chain_3
-0.17778352,-0.038840353,chain_3
-0.19577652,-0.040127516,chain_3
-0.20572516,-0.039541114,chain_3
-0.18176466,-0.031823367,chain_3
-0.19773914,-0.03755375,chain_3
-0.19033328,-0.034588125,chain_3
-0.19356355,-0.028179493,chain_3
-0.20434709,-0.038731523,chain_3
-0.18577997,-0.02792095,chain_3
-0.18469077,-0.036964316,chain_3
-0.20017274,-0.03208776,chain_3
-0.20017274,-0.03208776,chain_3
-0.20264854,-0.03659931,chain_3
-0.196399,-0.036052722,chain_3
-0.17524791,-0.04404896,chain_3
-0.21245405,-0.03274269,chain_3
-0.18020873,-0.045852367,chain_3
-0.17998561,-0.045481198,chain_3
-0.20604415,-0.03576536,chain_3
-0.17475793,-0.0320643,chain_3
-0.19873236,-0.04339267,chain_3
-0.19870709,-0.04376914,chain_3
-0.20396172,-0.042552963,chain_3
-0.20401554,-0.043194477,chain_3
-0.19275673,-0.034612723,chain_3
-0.19573423,-0.042153336,chain_3
-0.18993986,-0.03764387,chain_3
-0.1956519,-0.04195352,chain_3
-0.1983242,-0.03441817,chain_3
-0.20028631,-0.033116344,chain_3
-0.19671598,-0.0346981,chain_3
-0.20676689,-0.030695457,chain_3
-0.18406123,-0.038913522,chain_3
-0.18836659,-0.03714947,chain_3
-0.1815423,-0.0416241,chain_3
-0.18007234,-0.03210233,chain_3
-0.19570196,-0.04339475,chain_3
-0.19594069,-0.043379884,chain_3
-0.16184305,-0.046505455,chain_3
-0.18734574,-0.036851734,chain_3
-0.19922264,-0.033541963,chain_3
-0.17709643,-0.04439996,chain_3
-0.19652335,-0.036088724,chain_3
